Boite vitesse,Brand,Car ID,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Date de l'annonce,Gouvernorat,Génération,Kilométrage,Marque,Mise en circulation,Model,Modèle,Moteur,Nombre de places,Nombre de portes,Price,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Automatique,bmw,99763,Berline,Bleu,Marron,1499cm³,19.12.2024,Tunis,(F30) LCI Berline09/2015 - 03/2019,117 000km,BMW,08.2017,serie-3,Série 3,,5,5,88 000DT,,,7cv,,Cuir partiel,Traction,Essence
Automatique,bmw,97946,Citadine,Noir,,,19.12.2024,Tunis,(F36) LCI Gran Coupé03/2017 - 07/2021,100 000km,BMW,01.2018,serie-4-gran-coupe,Série 4 Gran Coupé,,,,99 000DT,,,7cv,,,Traction,Essence
Automatique,bmw,97402,Citadine,Gris anthracite,,,19.12.2024,Tunis,(F40) 5 portes09/2019 - Aujourd'hui,70 000km,BMW,01.2020,serie-1-5p,Série 1,,,,92 000DT,,,7cv,,,Traction,Essence
Automatique,bmw,97252,Citadine,Blanc,,,19.12.2024,Tunis,,110 000km,BMW,06.2017,serie-4-gran-coupe,Série 4 Gran Coupé,,,,125 000DT,,,7cv,,,Traction,Essence
Automatique,bmw,95106,Berline,Noir,,,19.12.2024,Tunis,,300 000km,BMW,01.2008,serie-7,Série 7,,,,45 000DT,,,22cv,,,Traction,Essence
Automatique,bmw,91995,Coupé,Noir,,,19.12.2024,Tunis,(F32) Coupé07/2013 - 02/2017,78 000km,BMW,03.2017,serie-4-coupe,Série 4 Coupé,,,,110 000DT,,,7cv,,,Traction,Essence
Automatique,bmw,78787,Berline,Blanc,,,19.12.2024,Tunis,(E65)09/2001 - 10/2008,220 000km,BMW,01.2008,serie-7,Série 7,,,,55 000DT,,,22cv,,Cuir intégral,Traction,Essence
Automatique,bmw,108737,Citadine,Bleu,Beige,1500cm³,19.12.2024,Tunis,(F39)10/2017 - 12/2023,76 000km,BMW,12.2020,x2,X2,,5,5,122 000DT,,,8cv,,Similicuir,Traction,Essence
Automatique,bmw,99452,Berline,Bleu,Noir,1600cm³,19.12.2024,Tunis,(F10) LCI Berline01/2014 - 01/2017,119 000km,BMW,03.2016,serie-5,Série 5,,5,5,109 000DT,,,9cv,,Cuir intégral,Traction,Essence
Automatique,bmw,109209,Berline,Bleu,Noir,1597cm³,19.12.2024,Tunis,(G30) Berline02/2017 - 06/2020,73 000km,BMW,05.2018,serie-5,Série 5,,5,4,128 500DT,,,10cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,105539,Berline,Noir,Beige,1600cm³,19.12.2024,Ariana,(G30) Berline02/2017 - 06/2020,155 000km,BMW,05.2017,serie-5,Série 5,,5,5,124 500DT,,,10cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,99357,SUV/4x4,Gris Shark,Autre,1499cm³,19.12.2024,Tunis,(F48) LCI07/2019 - Aujourd'hui,87 000km,BMW,07.2020,x1,X1,,4,4,129 000DT,,,8cv,,Cuir intégral,Traction,Essence
Automatique,bmw,107784,Berline,Blanc,Marron,1500cm³,19.12.2024,Tunis,(F30) LCI Berline09/2015 - 03/2019,145 000km,BMW,06.2016,serie-3,Série 3,318i 1.5 16V,5,4,79 000DT,136ch dyn,,7cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,102297,Berline,Blanc,Marron,2000cm³,19.12.2024,Tunis,(F10) Berline05/2010 - 12/2013,280 000km,BMW,01.2015,serie-5,Série 5,520i 2.0 16V,5,4,65 000DT,184ch dyn,,9cv,,Cuir intégral,Traction,Essence
Automatique,bmw,109433,Compacte,Blanc,Gris,1500cm³,19.12.2024,Tunis,(F40) 5 portes09/2019 - Aujourd'hui,17 000km,BMW,08.2022,serie-1-5p,Série 1,116i 1.5 i 12V DCT7,5,5,125 000DT,109ch dyn,,6cv,,Tissu,Traction,Essence
Automatique,bmw,108982,Berline,Noir,Beige,2000cm³,19.12.2024,Sousse,(G30) Berline02/2017 - 06/2020,100 000km,BMW,09.2019,serie-5,Série 5,,5,5,135 000DT,,,10cv,,Cuir intégral,Propulsion,Essence
Manuelle,bmw,108321,Berline,Blanc,Noir,1598cm³,19.12.2024,Zaghouan,(F30) Berline01/2011 - 08/2015,188 000km,BMW,06.2015,serie-3,Série 3,316i 1.6 16V,5,4,55 000DT,136ch dyn,,7cv,,Tissu,Propulsion,Essence
Automatique,bmw,108230,Citadine,Noir,Beige,1598cm³,18.12.2024,Sfax,(F20) 5 portes07/2011 - 02/2015,144 000km,BMW,07.2015,serie-1-5p,Série 1,116i 1.6 i 16V,5,5,55 000DT,136ch dyn,,7cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,108648,Berline,Gris argent,Gris,1598cm³,18.12.2024,La Manouba,(F30) Berline01/2011 - 08/2015,150 000km,BMW,02.2013,serie-3,Série 3,316i 1.6 16V,5,4,52 000DT,136ch dyn,,7cv,,Tissu,Traction,Essence
Automatique,bmw,103468,Berline,Gris Shark,Beige,2000cm³,18.12.2024,Tunis,(F36) Gran Coupé03/2014 - 02/2017,120 000km,BMW,02.2016,serie-4-gran-coupe,Série 4 Gran Coupé,420i 2.0 i 16V,5,4,145 000DT,184ch dyn,,10cv,,Cuir intégral,Traction,Essence
Automatique,bmw,106123,Coupé,Bleu,Noir,1499cm³,18.12.2024,Ariana,(F36) LCI Gran Coupé03/2017 - 07/2021,122 000km,BMW,10.2019,serie-4-gran-coupe,Série 4 Gran Coupé,,5,4,118 000DT,,,7cv,,Alcantara,Traction,Essence
Automatique,bmw,106647,Berline,Noir,Noir,1600cm³,18.12.2024,Tunis,(F30) LCI Berline09/2015 - 03/2019,210 000km,BMW,11.2015,serie-3,Série 3,,5,5,67 000DT,,,7cv,,Tissu,Propulsion,Essence
Automatique,bmw,109095,Berline,Gris Shark,Noir,1598cm³,18.12.2024,Tunis,(F30) Berline01/2011 - 08/2015,82 000km,BMW,01.2013,serie-3,Série 3,316i 1.6 16V,5,5,65 000DT,136ch dyn,,7cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,109380,Berline,Blanc,Noir,1995cm³,18.12.2024,Sousse,(F40) 5 portes09/2019 - Aujourd'hui,60 000km,BMW,04.2022,serie-1-5p,Série 1,118d 2.0 d 16V,5,5,160 000DT,150ch dyn,,8cv,,Cuir partiel,Intégrale,Diesel
Automatique,bmw,109394,Berline,Blanc,Marron,1995cm³,17.12.2024,Tunis,(G20) Berline03/2019 - 05/2022,39 000km,BMW,05.2019,serie-3,Série 3,330i 2.0 i 16V Steptronic8,5,5,166 500DT,258ch dyn,,15cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,109383,Compacte,Gris anthracite,Noir,3000cm³,17.12.2024,Ariana,(F40) 5 portes09/2019 - Aujourd'hui,79 000km,BMW,08.2021,serie-1-5p,Série 1,116i 1.5 i 12V DCT7,5,5,127 000DT,109ch dyn,,6cv,,Alcantara,Traction,Essence
Automatique,bmw,109375,Compacte,Blanc,Noir,1598cm³,17.12.2024,Tunis,(F20) 5 portes07/2011 - 02/2015,170 500km,BMW,07.2013,serie-1-5p,Série 1,116i 1.6 i 16V,5,5,50 000DT,136ch dyn,,7cv,,Tissu,Traction,Essence
Automatique,bmw,108154,Berline,Bleu,Noir,2000cm³,17.12.2024,Ben Arous,(E90) Berline01/2004 - 09/2008,220 000km,BMW,04.2006,serie-3,Série 3,320i 2.0 i 16V 150cv,5,4,34 500DT,150ch dyn,,9cv,,Cuir partiel,Traction,Essence
Automatique,bmw,107074,Berline,Blanc,Beige,1600cm³,17.12.2024,Ben Arous,(F30) LCI Berline09/2015 - 03/2019,155 000km,BMW,09.2017,serie-3,Série 3,,5,5,77 000DT,,,7cv,,Cuir partiel,Propulsion,Essence
Automatique,bmw,107077,Coupé,Noir,Beige,2000cm³,17.12.2024,Ben Arous,,2 500km,BMW,09.2021,serie-4-coupe,Série 4 Coupé,,5,2,250 000DT,,,10cv,,Cuir partiel,Propulsion,Essence
Automatique,bmw,107434,Berline,Blanc,Marron,1800cm³,17.12.2024,Ben Arous,(F30) LCI Berline09/2015 - 03/2019,152 000km,BMW,09.2017,serie-3,Série 3,,5,4,77 000DT,,,7cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,107989,Berline,Blanc,Autre,2000cm³,17.12.2024,Ben Arous,(G30) LCI Berline07/2020 - Aujourd'hui,140 000km,BMW,01.2021,serie-5,Série 5,520i 2.0 i 16V Mild Hybrid Steptronic8,5,4,175 000DT,184ch dyn,,10cv,,Cuir intégral,Traction,Essence
Automatique,bmw,107025,SUV/4x4,Blanc,Beige,4000cm³,17.12.2024,Ben Arous,M (E71)03/2010 - 06/2014,190 000km,BMW,11.2011,x6,X6,,5,4,140 000DT,,,22cv,,Cuir partiel,Traction,Diesel
Automatique,bmw,108326,Berline,Bleu,Noir,1800cm³,17.12.2024,Ben Arous,(F36) LCI Gran Coupé03/2017 - 07/2021,107 000km,BMW,09.2020,serie-4-gran-coupe,Série 4 Gran Coupé,,5,4,118 000DT,,,7cv,,Alcantara,Propulsion,Essence
Automatique,bmw,109307,Berline,Noir,Beige,1800cm³,17.12.2024,Ben Arous,(F36) Gran Coupé03/2014 - 02/2017,107 000km,BMW,01.2017,serie-4-gran-coupe,Série 4 Gran Coupé,,5,4,95 000DT,,,7cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,108622,Berline,Noir,Marron,1598cm³,15.12.2024,Sfax,(F10) LCI Berline01/2014 - 01/2017,102 000km,BMW,09.2016,serie-5,Série 5,520i 2.0 i 16V,5,4,105 000DT,184ch dyn,,9cv,,Cuir intégral,Propulsion,Essence
Manuelle,bmw,108100,Citadine,Noir,Noir,3160cm³,15.12.2024,Zaghouan,(F30) Berline01/2011 - 08/2015,169 000km,BMW,08.2014,serie-3,Série 3,316i 1.6 16V,5,5,60 000DT,136ch dyn,,7cv,,Tissu,Traction,Essence
Automatique,bmw,109306,SUV/4x4,Noir,Gris,1000cm³,15.12.2024,Ariana,(E53)01/2000 - 11/2006,180 000km,BMW,04.2004,x5,X5,,5,5,48 000DT,,,21cv,,Cuir partiel,Traction,Essence
Automatique,bmw,109302,Compacte,Blanc,Noir,1000cm³,15.12.2024,Ariana,(F20) 5 portes07/2011 - 02/2015,120 000km,BMW,05.2014,serie-1-5p,Série 1,118i 1.6 i 16V,5,5,58 000DT,170ch dyn,,9cv,,Similicuir,Traction,Essence
Automatique,bmw,108242,SUV/4x4,Noir,Marron,2000cm³,14.12.2024,Ariana,,170 000km,BMW,05.2015,x5,X5,,5,5,148 000DT,,,13cv,,Cuir intégral,Intégrale,Diesel
Automatique,bmw,107701,SUV/4x4,Bleu,Marron,3000cm³,14.12.2024,Ariana,(G02)04/2018 - 06/2021,47 000km,BMW,01.2021,x4,X4,,5,5,258 000DT,,,15cv,,Cuir intégral,Traction,Essence
Automatique,bmw,104087,SUV/4x4,Blanc,Autre,2000cm³,14.12.2024,Ariana,(F15)08/2013 - 10/2018,102 000km,BMW,04.2016,x5,X5,,5,5,168 000DT,,,13cv,,Cuir intégral,Intégrale,Diesel
Manuelle,bmw,108080,Coupé,Noir,Noir,1596cm³,14.12.2024,Bizerte,(F21) 3 portes07/2012 - 02/2015,251 000km,BMW,02.2012,serie-1-5p,Série 1,116i 1.6 i 16V,5,3,36 500DT,136ch dyn,,7cv,,Tissu,Traction,Essence
Automatique,bmw,109255,Berline,Noir,Beige,2497cm³,13.12.2024,Sousse,(F10) Berline05/2010 - 12/2013,250 000km,BMW,06.2010,serie-5,Série 5,523i 2.5 24V,5,5,69 000DT,204ch dyn,,12cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,109139,Berline,Noir,Noir,1499cm³,11.12.2024,Nabeul,(F20) LCI 5 portes03/2015 - 09/2019,72 000km,BMW,12.2018,serie-1-5p,Série 1,118i 1.6 i 16V,5,4,76 000DT,136ch dyn,,7cv,,Tissu,Traction,Essence
Automatique,bmw,108879,Berline,Noir,Marron,1600cm³,11.12.2024,Tunis,(G30) LCI Berline07/2020 - Aujourd'hui,70 000km,BMW,09.2021,serie-5,Série 5,520i 2.0 i 16V Mild Hybrid Steptronic8,4,5,178 000DT,184ch dyn,,10cv,,Cuir intégral,Traction,Essence
Automatique,bmw,106069,SUV/4x4,Noir,Noir,1499cm³,11.12.2024,Tunis,(F39)10/2017 - 12/2023,67 000km,BMW,11.2019,x2,X2,,5,4,145 000DT,,,8cv,,Alcantara,Propulsion,Essence
Automatique,bmw,109192,Berline,Blanc,Marron,1499cm³,11.12.2024,Ariana,(F36) LCI Gran Coupé03/2017 - 07/2021,83 000km,BMW,10.2019,serie-4-gran-coupe,Série 4 Gran Coupé,,5,5,115 000DT,,,7cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,109191,Autres,Noir,Beige,1995cm³,11.12.2024,Sousse,(E92) Coupé06/2006 - 02/2010,250 000km,BMW,08.2007,serie-3-coupe,Série 3 coupé,,5,3,49 000DT,,,10cv,,Cuir intégral,Traction,Diesel
Automatique,bmw,108393,Cabriolet,Noir,Noir,4000cm³,11.12.2024,Tunis,(E93)02/2008 - 02/2010,140 000km,BMW,06.2008,m3,M3,4.0 i V8 32V Drivelogic,4,2,150 000DT,420ch dyn,,30cv,,Cuir intégral,Propulsion,Essence
Manuelle,bmw,109165,Coupé,Blanc,Noir,1598cm³,10.12.2024,Ariana,(F20) 5 portes07/2011 - 02/2015,200 000km,BMW,11.2014,serie-1-5p,Série 1,,5,5,59 000DT,,,7cv,,Alcantara,Traction,Essence
Automatique,bmw,108313,Berline,Noir,Beige,1499cm³,10.12.2024,Tunis,(F36) LCI Gran Coupé03/2017 - 07/2021,70 000km,BMW,12.2019,serie-4-gran-coupe,Série 4 Gran Coupé,,5,5,115 000DT,,,7cv,,Similicuir,Traction,Essence
Automatique,bmw,102656,Autres,Marron,Autre,2993cm³,10.12.2024,Monastir,(E70) LCI03/2010 - 06/2013,126 000km,BMW,09.2010,x5,X5,40d xDrive 3.0 d 24V DPF,5,5,115 000DT,306ch dyn,,10cv,,Cuir partiel,Traction,Diesel
Automatique,bmw,109135,Compacte,Blanc,Noir,1499cm³,09.12.2024,Ariana,(F20) LCI 5 portes03/2015 - 09/2019,60 000km,BMW,12.2016,serie-1-5p,Série 1,118i 1.6 i 16V,5,5,67 000DT,136ch dyn,,7cv,,Tissu,Propulsion,Essence
Manuelle,bmw,109073,Coupé,Blanc,Beige,1995cm³,08.12.2024,Ariana,(E92) LCI Coupé11/2008 - 06/2013,178 000km,BMW,12.2011,serie-3-coupe,Série 3 coupé,318i 2.0 i 16V,5,2,44 000DT,143ch dyn,,8cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,109106,Berline,Noir,Marron,1500cm³,08.12.2024,Tunis,(F36) LCI Gran Coupé03/2017 - 07/2021,100 000km,BMW,01.2018,serie-4-gran-coupe,Série 4 Gran Coupé,418i 1.5 i 12V Steptronic8,5,5,125 000DT,136ch dyn,,7cv,,Cuir partiel,Propulsion,Essence
Automatique,bmw,108397,Berline,Noir,Marron,1995cm³,08.12.2024,Ariana,(F30) Berline01/2011 - 08/2015,258 000km,BMW,07.2013,serie-3,Série 3,,5,4,65 000DT,,,7cv,,Cuir intégral,Traction,Diesel
Automatique,bmw,108376,Berline,Blanc,Beige,1000cm³,08.12.2024,Ariana,(F30) Berline01/2011 - 08/2015,139 000km,BMW,07.2014,serie-3,Série 3,,5,5,68 000DT,,,10cv,,Cuir intégral,Traction,Essence
Manuelle,bmw,108374,Compacte,Noir,Noir,1000cm³,08.12.2024,Ariana,(F30) Berline01/2011 - 08/2015,180 000km,BMW,04.2012,serie-3,Série 3,,5,5,41 000DT,,,7cv,,Cuir intégral,Traction,Essence
Automatique,bmw,108216,Berline,Noir,Beige,1000cm³,08.12.2024,Ariana,(F10) Berline05/2010 - 12/2013,180 000km,BMW,05.2010,serie-5,Série 5,,5,5,75 000DT,,,10cv,,Cuir partiel,Traction,Diesel
Automatique,bmw,107371,SUV/4x4,Noir,Beige,1000cm³,08.12.2024,Ariana,M (F97) LCI08/2021 - Aujourd'hui,60 000km,BMW,07.2022,x3,X3,,5,5,295 000DT,,,11cv,,Cuir intégral,Traction,Essence
Automatique,bmw,105503,Berline,Blanc,Noir,1000cm³,08.12.2024,Ariana,(G30) Berline02/2017 - 06/2020,40 000km,BMW,06.2020,serie-5,Série 5,520i 2.0 i 16V Steptronic8,5,5,170 000DT,184ch dyn,,10cv,,Cuir intégral,Traction,Essence
Automatique,bmw,105502,SUV/4x4,Noir,Noir,4395cm³,08.12.2024,Ariana,M (E71)03/2010 - 06/2014,90 000km,BMW,04.2010,x6,X6,4.4 V8 32V xDrive,4,5,175 000DT,555ch dyn,,48cv,,Cuir intégral,Traction,Essence
Automatique,bmw,100791,Berline,Noir,Noir,1998cm³,08.12.2024,Kairouan,(G30) Berline02/2017 - 06/2020,100 000km,BMW,01.2018,serie-5,Série 5,520i 2.0 i 16V Steptronic8,5,5,148 000DT,211ch dyn,,10cv,,Cuir partiel,Traction,Essence
Automatique,bmw,107855,Berline,Noir,Beige,1597cm³,07.12.2024,Ariana,(G30) Berline02/2017 - 06/2020,97 000km,BMW,12.2017,serie-5,Série 5,520i 1.6 i 16V Steptronic8,5,4,120 000DT,170ch dyn,,10cv,,Cuir intégral,Propulsion,Essence
Manuelle,bmw,109069,Berline,Noir,Noir,2497cm³,07.12.2024,Tunis,(E60) LCI Berline01/2007 - 04/2010,320 000km,BMW,04.2008,serie-5,Série 5,525i 3.0 i 24V 218cv,5,5,43 000DT,218ch dyn,,14cv,,Cuir intégral,Propulsion,Essence
Automatique,bmw,109062,Berline,Blanc,Noir,1998cm³,07.12.2024,Sousse,(G20) Berline03/2019 - 05/2022,90 000km,BMW,10.2019,serie-3,Série 3,330e xDrive 2.0 TPT 16V 292 Plug in Hybrid,5,5,210 000DT,,292ch dyn,10cv,184ch dyn,Cuir intégral,Propulsion,Hybride rechargeable essence
Automatique,bmw,108992,SUV/4x4,Gris argent,Gris,1499cm³,05.12.2024,Kairouan,(F48) LCI07/2019 - Aujourd'hui,104 000km,BMW,12.2020,ix1,iX1,25e xDrive 1.5 i 12V 220 Plug in Hybrid,5,5,114 000DT,,220ch dyn,6cv,125ch dyn,Cuir partiel,Traction,Hybride rechargeable essence
Automatique,bmw,108988,Citadine,Noir,Noir,1500cm³,05.12.2024,Tunis,(F40) 5 portes09/2019 - Aujourd'hui,94 000km,BMW,06.2020,serie-1-5p,Série 1,118i 1.5 i 12V DCT7,5,5,125 000DT,136ch dyn,,8cv,,Cuir intégral,Traction,Essence
Automatique,bmw,106474,SUV/4x4,Noir,Beige,3500cm³,05.12.2024,Ariana,(E71)05/2008 - 06/2014,140 000km,BMW,06.2009,x6,X6,,4,5,68 000DT,,,19cv,,Cuir intégral,Intégrale,Essence
Automatique,bmw,105290,Berline,Blanc,Noir,1600cm³,05.12.2024,Ariana,(F30) LCI Berline09/2015 - 03/2019,117 000km,BMW,01.2017,serie-3,Série 3,,5,4,79 000DT,,,7cv,,Cuir intégral,Traction,Essence
Automatique,bmw,104722,SUV/4x4,Blanc,Noir,1500cm³,05.12.2024,Ariana,(F48)09/2015 - 06/2019,105 000km,BMW,07.2018,x1,X1,,5,5,79 000DT,,,7cv,,Cuir intégral,Traction,Essence
Automatique,bmw,108980,SUV/4x4,Blanc,Marron,2993cm³,05.12.2024,Ariana,(E70)12/2006 - 03/2010,154 000km,BMW,08.2008,x5,X5,3.0 si 24V xDrive,7,4,62 000DT,272ch dyn,,19cv,,Cuir intégral,Intégrale,Essence
Automatique,bmw,101989,Coupé,Blanc,Noir,2000cm³,05.12.2024,Ben Arous,(F32) LCI Coupé03/2017 - 08/2020,85 000km,BMW,03.2019,serie-4-coupe,Série 4 Coupé,420i 2.0 i 16V,4,2,150 000DT,184ch dyn,,11cv,,Alcantara,Propulsion,Essence
Automatique,bmw,108942,Berline,Noir,Beige,1995cm³,03.12.2024,Sfax,(F10) Berline05/2010 - 12/2013,170 000km,BMW,10.2010,serie-5,Série 5,520d 2.0 d DPF 16V,5,4,73 000DT,184ch dyn,,10cv,,Cuir intégral,Intégrale,Diesel
Automatique,bmw,105814,Berline,Noir,Beige,1499cm³,03.12.2024,Tunis,(F36) LCI Gran Coupé03/2017 - 07/2021,121 000km,BMW,05.2019,serie-4-gran-coupe,Série 4 Gran Coupé,418i 1.5 i 12V Steptronic8,5,5,100 000DT,136ch dyn,,7cv,,Cuir intégral,Traction,Essence
Automatique,bmw,108920,Citadine,Blanc,Noir,1499cm³,03.12.2024,Tunis,(F40) 5 portes09/2019 - Aujourd'hui,110km,BMW,12.2020,serie-1-5p,Série 1,118i 1.5 i 12V DCT7,5,5,115 000DT,136ch dyn,,8cv,,Tissu,Traction,Essence
Manuelle,bmw,108839,Coupé,Bleu,Beige,900cm³,30.11.2024,Ariana,(F20) 5 portes07/2011 - 02/2015,172 000km,BMW,09.2013,serie-1-5p,Série 1,116i 1.6 i 16V,5,2,51 000DT,136ch dyn,,6cv,,Cuir intégral,Traction,Essence
