Boite vitesse,Brand,Car ID,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Date de l'annonce,Gouvernorat,Génération,Kilométrage,Marque,Mise en circulation,Model,Modèle,Moteur,Nombre de places,Nombre de portes,Price,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Automatique,audi,108609,SUV/4x4,Blanc,Noir,999cm³,20.12.2024,Ariana,06/2016 - 08/2020,78 000km,Audi,12.2018,q2,Q2,,5.0,4.0,99 500DT,,,7cv,,Tissu,Traction,Essence
Automatique,audi,107671,Berline,Autre,Marron,1798cm³,20.12.2024,Ariana,,117 000km,Audi,10.2015,a6,A6,,5.0,4.0,99 500DT,,,10cv,,Similicuir,Traction,Essence
Automatique,audi,107646,Berline,Gris anthracite,Gris,1398cm³,20.12.2024,Ben Arous,IV Phase 1 (B9)01/2016 - 06/2019,141 000km,Audi,4.2017,a4,A4,,5.0,4.0,85 000DT,,,8cv,,Similicuir,Traction,Essence
Automatique,audi,107403,SUV/4x4,Blanc,Noir,1398cm³,20.12.2024,Ben Arous,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,122 000km,Audi,3.2021,q3-sportback,Q3 Sportback,,5.0,4.0,152 000DT,,,9cv,,Similicuir,Traction,Essence
Automatique,audi,106393,Coupé,Noir,Noir,1998cm³,20.12.2024,Ben Arous,,201 000km,Audi,10.2011,a5-coupe,A5 Coupé,,4.0,2.0,48 000DT,,,10cv,,Similicuir,Traction,Essence
Automatique,audi,106355,Coupé,Gris anthracite,Autre,1998cm³,20.12.2024,Tunis,,168 000km,Audi,8.2009,a5-coupe,A5 Coupé,,5.0,2.0,53 000DT,,,13cv,,Similicuir,Traction,Essence
Manuelle,audi,104167,Berline,Noir,Noir,1798cm³,20.12.2024,Ben Arous,III Phase 1 (B8)01/2008 - 10/2011,233 000km,Audi,1.2011,a4,A4,,5.0,4.0,46 000DT,,,7cv,,Similicuir,Traction,Essence
Automatique,audi,101733,SUV/4x4,Beige,Noir,2967cm³,20.12.2024,Ben Arous,Série 1 Phase 206/2009 - 08/2015,180 000km,Audi,4.201,q7,Q7,,7.0,5.0,69 000DT,,,16cv,,Similicuir,Traction,Diesel
Automatique,audi,100354,Berline,Blanc,Beige,1984cm³,20.12.2024,Ben Arous,III Phase 1 (B8)01/2008 - 10/2011,241 000km,Audi,11.2008,a4,A4,,5.0,4.0,50 000DT,,,11cv,,Similicuir,Traction,Essence
Manuelle,audi,99061,Berline,Noir,,,20.12.2024,Ben Arous,III Phase 2 (B8)11/2011 - 12/2015,175 000km,Audi,9.2014,a4,A4,,,,50 000DT,,,7cv,,,Traction,Essence
Automatique,audi,97437,SUV/4x4,Noir,,,20.12.2024,Ben Arous,Série 103/2006 - 06/2009,249 000km,Audi,6.2006,q7,Q7,,,,60 000DT,,,16cv,,,Traction,Diesel
Automatique,audi,108592,Coupé,Autre,Noir,1395cm³,19.12.2024,Monastir,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,85 000km,Audi,5.2021,q3-sportback,Q3 Sportback,45e 1.4 TFSI 16V GPF 245 PHEV DSG6,5.0,5.0,168 000DT,,245ch dyn,8cv,150ch dyn,Cuir partiel,Traction,Hybride rechargeable essence
Automatique,audi,108978,Compacte,Rouge,Gris,999cm³,19.12.2024,Ariana,II Sportback07/2018 - Aujourd'hui,15 000km,Audi,11.2023,a1-sportback,A1 Sportback,30 1.0 TFSI 12V GPF S-Tronic7,5.0,5.0,112 000DT,116ch dyn,,6cv,,Tissu,Traction,Essence
Automatique,audi,107199,SUV/4x4,Blanc,Noir,1998cm³,19.12.2024,Nabeul,I (8RB) Phase 206/2012 - 04/2016,270 000km,Audi,2.2014,q5,Q5,,5.0,5.0,78 000DT,,,10cv,,Alcantara,Traction,Diesel
Manuelle,audi,104059,Compacte,Noir,Noir,1198cm³,19.12.2024,Tunis,Série 3 Phase 2 Sportback05/2016 - 07/2019,128 000km,Audi,8.2018,a3-sportback,A3 Sportback,,5.0,5.0,69 000DT,,,6cv,,Tissu,Traction,Essence
Automatique,audi,109166,Coupé,Blanc,Noir,1333cm³,19.12.2024,Ben Arous,Série 4 Sportback07/2019 - Aujourd'hui,14 000km,Audi,5.2023,a3-sportback,A3 Sportback,,5.0,5.0,128 000DT,,,6cv,,Tissu,Traction,Essence
Automatique,audi,104595,SUV/4x4,Blanc,Noir,2000cm³,19.12.2024,Ben Arous,I (8RB)11/2008 - 09/2012,255 000km,Audi,7.2009,q5,Q5,,5.0,5.0,47 000DT,,,13cv,,Cuir intégral,Traction,Essence
Manuelle,audi,108459,Coupé,Gris argent,Gris,1200cm³,19.12.2024,Ben Arous,Série 3 Phase 2 Sportback05/2016 - 07/2019,125 000km,Audi,10.2019,a3-sportback,A3 Sportback,,5.0,5.0,78 500DT,,,6cv,,Tissu,Traction,Essence
Manuelle,audi,107031,Coupé,Gris argent,Noir,1000cm³,19.12.2024,Ben Arous,Série 3 Phase 2 Sportback05/2016 - 07/2019,210 000km,Audi,6.2018,a3-sportback,A3 Sportback,,5.0,5.0,69 000DT,,,6cv,,Alcantara,Traction,Essence
Automatique,audi,108282,Berline,Blanc,Gris,1400cm³,19.12.2024,Ariana,Série 4 Limousine11/2019 - Aujourd'hui,40 000km,Audi,6.2023,a3-berline,A3 Berline,,5.0,4.0,125 000DT,,,8cv,,Tissu,Intégrale,Essence
Automatique,audi,109453,SUV/4x4,Gris argent,Noir,1498cm³,19.12.2024,Sfax,Série 2 (F3B)07/2019 - Aujourd'hui,81 602km,Audi,11.202,q3,Q3,,5.0,4.0,165 000DT,,,8cv,,Cuir intégral,Traction,Hybride essence
Automatique,audi,107723,Berline,Noir,Marron,1395cm³,19.12.2024,Sousse,II Sportback09/2016 - 10/2019,198 000km,Audi,9.2018,a5-sportback,A5 Sportback,1.4 TSI 16V S-Tronic7,5.0,4.0,92 000DT,150ch dyn,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,109014,Berline,Blanc,Noir,1600cm³,19.12.2024,Tunis,IV Phase 1 (B9)01/2016 - 06/2019,210 000km,Audi,4.2017,a4,A4,,5.0,5.0,68 000DT,,,8cv,,Cuir partiel,Propulsion,Essence
Automatique,audi,106850,Berline,Bleu,Gris,1999cm³,19.12.2024,Sfax,II Sportback Phase 210/2019 - Aujourd'hui,34 502km,Audi,9.2021,a5-sportback,A5 Sportback,,5.0,4.0,210 000DT,,,8cv,,Tissu,Traction,Essence
Automatique,audi,106588,SUV/4x4,Gris argent,Gris,1498cm³,19.12.2024,Sfax,Série 2 (F3B)07/2019 - Aujourd'hui,77 986km,Audi,6.2021,q3,Q3,,5.0,4.0,175 000DT,,,8cv,,Tissu,Propulsion,Hybride rechargeable essence
Automatique,audi,100511,SUV/4x4,Bleu,Noir,2000cm³,19.12.2024,Ariana,I (8RB) Phase 206/2012 - 04/2016,176 000km,Audi,1.2015,q5,Q5,2.0 TDI 16V Quattro,5.0,4.0,110 000DT,177ch dyn,,10cv,,Cuir partiel,Traction,Diesel
Manuelle,audi,108232,Compacte,Noir,Marron,1197cm³,19.12.2024,Tunis,Série 3 Phase 205/2016 - 07/2019,154 000km,Audi,12.2016,a3-sportback,A3 Sportback,1.2 TFSI 16V S&S,5.0,5.0,64 500DT,110ch dyn,,6cv,,Similicuir,Traction,Essence
Automatique,audi,107206,Berline,Gris anthracite,Noir,1984cm³,19.12.2024,Tunis,II Sportback Phase 210/2019 - Aujourd'hui,102 000km,Audi,1.2021,a5-sportback,A5 Sportback,35 2.0 TFSi 16V Mild Hybrid S-Tronic7,5.0,5.0,142 000DT,150ch dyn,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,106481,Berline,Bleu,Noir,1395cm³,19.12.2024,Tunis,Série 4 Limousine11/2019 - Aujourd'hui,56 000km,Audi,7.2022,a3-berline,A3 Berline,,5.0,5.0,119 000DT,,,8cv,,Tissu,Traction,Essence
Automatique,audi,105939,Berline,Noir,Noir,2995cm³,19.12.2024,Tunis,(4K) Sportback10/2017 - Aujourd'hui,86 000km,Audi,6.2022,a7-sportback,A7 Sportback,55 3.0 TFSi V6 24V GPF Mild Hybrid Quattro S-Tronic7,5.0,5.0,295 000DT,340ch dyn,,23cv,,Velours,Intégrale,Essence
Automatique,audi,108895,Berline,Blanc,Marron,2000cm³,19.12.2024,Tunis,II Sportback Phase 210/2019 - Aujourd'hui,58 000km,Audi,5.2021,a5-sportback,A5 Sportback,,5.0,4.0,170 000DT,,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,101884,Berline,Blanc,Noir,1400cm³,19.12.2024,Tunis,II Sportback Phase 210/2019 - Aujourd'hui,85 000km,Audi,6.202,a5-sportback,A5 Sportback,,5.0,4.0,147 000DT,,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,103838,SUV/4x4,Gris anthracite,Gris,1498cm³,19.12.2024,Tunis,Série 2 (F3B)07/2019 - Aujourd'hui,110 000km,Audi,11.2019,q3,Q3,35 1.5 TFSI 16V GPF DSG7,5.0,5.0,112 000DT,150ch dyn,,9cv,,Cuir partiel,Propulsion,Essence
Manuelle,audi,109024,Berline,Noir,Noir,1200cm³,19.12.2024,Tunis,Série 4 Limousine11/2019 - Aujourd'hui,17 000km,Audi,7.202,a3-berline,A3 Berline,,5.0,5.0,88 000DT,,,6cv,,Tissu,Traction,Essence
Automatique,audi,107799,Citadine,Gris anthracite,Noir,1998cm³,19.12.2024,Tunis,Série 2 (F3B)07/2019 - Aujourd'hui,3 000km,Audi,8.2023,q3,Q3,,5.0,5.0,165 000DT,,,9cv,,Tissu,Traction,Essence
Automatique,audi,105418,Berline,Noir,Gris,1799cm³,19.12.2024,Tunis,II Sportback09/2016 - 10/2019,120 000km,Audi,8.2019,a5-sportback,A5 Sportback,,5.0,5.0,109 000DT,,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,105294,SUV/4x4,Blanc,Noir,2000cm³,19.12.2024,Tunis,,40 000km,Audi,5.2021,q5,Q5,,5.0,5.0,295 000DT,,,11cv,,Cuir intégral,Traction,Diesel
Automatique,audi,104724,Berline,Bleu,Gris,1000cm³,19.12.2024,Tunis,Série 3 Phase 2 Limousine05/2016 - 11/2019,50 000km,Audi,7.2019,a3-berline,A3 Berline,,5.0,5.0,85 000DT,,,6cv,,Alcantara,Traction,Essence
Automatique,audi,104652,SUV/4x4,Noir,Marron,1599cm³,19.12.2024,Tunis,Série 1 (8U) phase 211/2014 - 06/2019,95 000km,Audi,8.2017,q3,Q3,,5.0,5.0,95 000DT,,,7cv,,Cuir intégral,Traction,Essence
Automatique,audi,104572,Berline,Blanc,Noir,1799cm³,19.12.2024,Tunis,IV Phase 1 (B9)01/2016 - 06/2019,143 000km,Audi,1.2016,a4,A4,,5.0,5.0,58 000DT,,,7cv,,Cuir intégral,Traction,Essence
Automatique,audi,104245,SUV/4x4,Bleu,Noir,2000cm³,19.12.2024,Tunis,II05/2016 - 11/2020,170 000km,Audi,4.2019,q5,Q5,,5.0,5.0,165 000DT,,,12cv,,Cuir intégral,Traction,Diesel
Automatique,audi,103893,SUV/4x4,Bleu,Gris,3000cm³,19.12.2024,Tunis,02/2018 - Aujourd'hui,16 000km,Audi,8.2021,q8,Q8,,5.0,5.0,398 000DT,,,23cv,,Cuir intégral,Traction,Essence
Automatique,audi,102085,SUV/4x4,Gris Shark,Gris,1799cm³,19.12.2024,Tunis,Série 1 (8U) phase 211/2014 - 06/2019,100 000km,Audi,11.2017,q3,Q3,,5.0,5.0,90 000DT,,,7cv,,Tissu,Traction,Essence
Automatique,audi,101947,Cabriolet,Blanc,Noir,1999cm³,19.12.2024,Tunis,,120 000km,Audi,4.201,a5-cabriolet,A5 Cabriolet,,5.0,2.0,59 000DT,,,10cv,,Cuir intégral,Traction,Essence
Automatique,audi,100833,Citadine,Blanc,Noir,1599cm³,19.12.2024,Tunis,Série 3 Phase 2 Sportback05/2016 - 07/2019,70 000km,Audi,6.2019,a3-sportback,A3 Sportback,,5.0,5.0,95 000DT,,,7cv,,Alcantara,Traction,Essence
Automatique,audi,100374,Cabriolet,Blanc,Noir,1599cm³,19.12.2024,Tunis,,120 000km,Audi,5.201,a5-cabriolet,A5 Cabriolet,,5.0,2.0,59 000DT,,,10cv,,Cuir intégral,Traction,Essence
Automatique,audi,99089,SUV/4x4,Gris Shark,,,19.12.2024,Tunis,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,10 000km,Audi,6.2021,q3-sportback,Q3 Sportback,,,,188 000DT,,,8cv,,,Traction,Essence
Automatique,audi,99068,SUV/4x4,Blanc,,,19.12.2024,Tunis,II05/2016 - 11/2020,100 000km,Audi,9.2018,q5,Q5,,,,215 000DT,,,11cv,,,Traction,Diesel
Automatique,audi,98074,SUV/4x4,Blanc,,,19.12.2024,Tunis,Série 1 (8U) phase 211/2014 - 06/2019,77 000km,Audi,8.2017,q3,Q3,,,,85 000DT,,,7cv,,,Traction,Essence
Automatique,audi,95272,Citadine,Noir,,,19.12.2024,Tunis,II Sportback Phase 210/2019 - Aujourd'hui,70 000km,Audi,1.2021,a5-sportback,A5 Sportback,,,,185 000DT,,,8cv,,,Traction,Essence
Manuelle,audi,108836,Compacte,Blanc,Noir,999cm³,19.12.2024,Sousse,Série 3 Phase 2 Sportback05/2016 - 07/2019,78 000km,Audi,3.2019,a3-sportback,A3 Sportback,,5.0,4.0,75 000DT,,,6cv,,Tissu,Traction,Essence
Automatique,audi,108777,SUV/4x4,Blanc,Noir,3000cm³,19.12.2024,Tunis,I (8RB)11/2008 - 09/2012,369 000km,Audi,12.2008,q5,Q5,,5.0,5.0,70 000DT,,,15cv,,Similicuir,Intégrale,Diesel
Automatique,audi,107759,Berline,Bleu,Gris,1800cm³,19.12.2024,Tunis,I Sportback Phase 2 (8TA)08/2011 - 09/2016,132 000km,Audi,10.2015,a5-sportback,A5 Sportback,,5.0,5.0,89 000DT,,,10cv,,Similicuir,Traction,Essence
Manuelle,audi,107758,Citadine,Autre,Gris,1800cm³,19.12.2024,Tunis,III Phase 2 (B8)11/2011 - 12/2015,199 000km,Audi,9.2014,a4,A4,1.8 TFSi 16V,5.0,5.0,53 000DT,120ch dyn,,7cv,,Similicuir,Traction,Essence
Automatique,audi,107312,Berline,Noir,Beige,1800cm³,19.12.2024,Tunis,,124 000km,Audi,12.2016,a6,A6,,5.0,5.0,102 000DT,,,10cv,,Similicuir,Traction,Essence
Automatique,audi,109116,SUV/4x4,Bleu,Noir,1400cm³,19.12.2024,Ariana,09/2020 - Aujourd'hui,30 000km,Audi,8.2021,q2,Q2,35 TFSI S-tronic,5.0,5.0,114 000DT,150ch dyn,,8cv,,Tissu,Traction,Essence
Automatique,audi,101862,SUV/4x4,Blanc,Noir,1999cm³,19.12.2024,Tunis,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,50 000km,Audi,9.2021,q3-sportback,Q3 Sportback,,5.0,4.0,175 000DT,,,8cv,,Similicuir,Traction,Hybride essence
Automatique,audi,99327,Berline,Blanc,Noir,1500cm³,18.12.2024,Tunis,Série 4 Sportback07/2019 - Aujourd'hui,900km,Audi,11.2023,a3-sportback,A3 Sportback,,5.0,5.0,145 000DT,,,8cv,,Tissu,Intégrale,Hybride essence
Automatique,audi,109050,Berline,Bleu,Gris,1395cm³,18.12.2024,Ariana,IV Phase 1 (B9)01/2016 - 06/2019,45 000km,Audi,7.2018,a4,A4,1.4 TFSi 16V S-Tronic7,5.0,5.0,115 000DT,150ch dyn,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,108299,Coupé,Noir,Marron,1400cm³,18.12.2024,Tunis,II Sportback09/2016 - 10/2019,80 000km,Audi,1.2019,a5-sportback,A5 Sportback,1.4 TSI 16V S-Tronic7,5.0,5.0,115 000DT,150ch dyn,,8cv,,Similicuir,Traction,Essence
Automatique,audi,105871,SUV/4x4,Noir,Noir,1400cm³,18.12.2024,Tunis,Série 2 (F3B)07/2019 - Aujourd'hui,40 000km,Audi,10.2023,q3,Q3,,5.0,5.0,200 000DT,,,8cv,,Similicuir,Traction,Hybride rechargeable essence
Manuelle,audi,108647,Coupé,Blanc,Noir,1197cm³,18.12.2024,Ariana,Série 3 Phase 2 Sportback05/2016 - 07/2019,100 000km,Audi,1.2018,a3-sportback,A3 Sportback,,5.0,5.0,67 500DT,,,6cv,,Tissu,Traction,Essence
Automatique,audi,109396,Berline,Gris Shark,Noir,2480cm³,17.12.2024,Tunis,Série 2 (F3)09/2019 - Aujourd'hui,20 000km,Audi,9.2022,rsq3,RS Q3,Sportback 2.5 TFSi 20V Quattro S tronic7,6.0,5.0,335 000DT,400ch dyn,,28cv,,Cuir intégral,Intégrale,Essence
Manuelle,audi,109393,Berline,Gris anthracite,Gris,1200cm³,17.12.2024,Ariana,Série 3 (8V1)09/2012 - 04/2016,105 000km,Audi,6.2015,a3,A3,,4.0,5.0,62 000DT,,,5cv,,Tissu,Traction,Essence
Automatique,audi,107587,Berline,Blanc,Noir,1498cm³,17.12.2024,Sousse,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,68 000km,Audi,9.2021,q3-sportback,Q3 Sportback,35 1.5 TFSI 16V GPF DSG7,5.0,5.0,188 000DT,150ch dyn,,8cv,,Cuir partiel,Traction,Essence
Automatique,audi,108975,Coupé,Beige,Marron,1999cm³,17.12.2024,Nabeul,II Sportback09/2016 - 10/2019,125 000km,Audi,4.2019,a5-sportback,A5 Sportback,1.4 TSI 16V S-Tronic7,5.0,4.0,108 000DT,150ch dyn,,8cv,,Cuir intégral,Propulsion,Essence
Automatique,audi,109045,Berline,Blanc,Marron,1400cm³,17.12.2024,Ben Arous,Série 3 Phase 2 Sportback05/2016 - 07/2019,151 000km,Audi,1.2019,a3-sportback,A3 Sportback,,5.0,4.0,79 000DT,,,6cv,,Cuir intégral,Propulsion,Essence
Automatique,audi,107076,SUV/4x4,Blanc,Noir,2000cm³,17.12.2024,Ben Arous,I (8RB) Phase 206/2012 - 04/2016,278 000km,Audi,1.2015,q5,Q5,,5.0,5.0,115 000DT,,,10cv,,Cuir partiel,Propulsion,Diesel
Automatique,audi,107152,SUV/4x4,Blanc,Noir,2000cm³,17.12.2024,Ben Arous,I (8RB) Phase 206/2012 - 04/2016,278 000km,Audi,1.2015,q5,Q5,,5.0,4.0,115 000DT,,,10cv,,Cuir partiel,Propulsion,Diesel
Automatique,audi,107795,Berline,Noir,Noir,1500cm³,17.12.2024,Tunis,II Sportback09/2016 - 10/2019,255 000km,Audi,4.2019,a5-sportback,A5 Sportback,,5.0,5.0,85 000DT,,,8cv,,Cuir intégral,Traction,Essence
Manuelle,audi,109358,Berline,Noir,Noir,900cm³,16.12.2024,Tunis,Série 4 Limousine11/2019 - Aujourd'hui,17 929km,Audi,3.202,a3-berline,A3 Berline,,5.0,4.0,89 000DT,,,6cv,,Tissu,Traction,Essence
Manuelle,audi,102863,Berline,Blanc,Gris,1798cm³,16.12.2024,Tunis,III Phase 2 (B8)11/2011 - 12/2015,198 000km,Audi,7.2012,a4,A4,,5.0,5.0,43 000DT,,,7cv,,Cuir intégral,Propulsion,Essence
Automatique,audi,107193,Berline,Blanc,Gris,1200cm³,15.12.2024,Tunis,Série 3 Phase 2 Limousine05/2016 - 11/2019,110 000km,Audi,12.2017,a3-berline,A3 Berline,1.2 TFSI Berline 16V S-Tronic7 S&S,5.0,4.0,71 000DT,110ch dyn,,7cv,,Cuir partiel,Traction,Essence
Automatique,audi,109299,Coupé,Blanc,Rouge,4000cm³,15.12.2024,Ariana,I Coupé06/2007 - 02/2012,120 000km,Audi,7.2011,s5,S5,,5.0,3.0,140 000DT,,,26cv,,Cuir intégral,Traction,Essence
Automatique,audi,108456,SUV/4x4,Noir,Noir,2000cm³,14.12.2024,Ariana,I (8RB) Phase 206/2012 - 04/2016,157 000km,Audi,6.2013,q5,Q5,,5.0,5.0,79 000DT,,,10cv,,Cuir intégral,Intégrale,Diesel
Automatique,audi,106178,SUV/4x4,Blanc,Noir,1400cm³,14.12.2024,Ariana,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,15 000km,Audi,8.202,q3-sportback,Q3 Sportback,,5.0,5.0,162 000DT,,,8cv,,Cuir partiel,Traction,Essence
Automatique,audi,94496,Autres,Gris Shark,Beige,1400cm³,14.12.2024,Ariana,Série 1 (8U) phase 211/2014 - 06/2019,66 000km,Audi,11.2017,q3,Q3,,5.0,5.0,98 000DT,,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,108345,Berline,Noir,Marron,1395cm³,13.12.2024,Ariana,II Sportback09/2016 - 10/2019,130 000km,Audi,8.2018,a5-sportback,A5 Sportback,1.4 TSI 16V S-Tronic7,5.0,5.0,103 000DT,150ch dyn,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,109042,SUV/4x4,Gris argent,Gris,1999cm³,13.12.2024,Nabeul,I (8RB) Phase 206/2012 - 04/2016,96 500km,Audi,8.2014,q5,Q5,2.0 TFSi 16V Quattro S tronic7,5.0,4.0,75 500DT,230ch dyn,,14cv,,Cuir intégral,Intégrale,Essence
Automatique,audi,106920,Autres,Blanc,Marron,1395cm³,13.12.2024,Tunis,II Sportback09/2016 - 10/2019,120 000km,Audi,9.2018,a5-sportback,A5 Sportback,1.4 TSI 16V S-Tronic7,5.0,5.0,105 000DT,150ch dyn,,8cv,,Similicuir,Traction,Essence
Automatique,audi,109245,SUV/4x4,Blanc,Noir,1984cm³,12.12.2024,Ben Arous,II Phase 206/2020 - Aujourd'hui,90 000km,Audi,1.2021,q5,Q5,50 2.0 TFSI e 16V GPF 299 Hybrid Quattro S Tronic7,5.0,5.0,245 000DT,,299ch dyn,15cv,265ch dyn,Cuir intégral,Intégrale,Hybride essence
Manuelle,audi,109208,Citadine,Noir,Beige,1896cm³,11.12.2024,Tunis,Série 2 (8P1)07/2003 - 06/2008,414 000km,Audi,8.2006,a3,A3,1.9 TDi 105cv,5.0,4.0,28 000DT,105ch dyn,,5cv,,Tissu,Traction,Diesel
Automatique,audi,108453,Berline,Gris argent,Noir,1200cm³,10.12.2024,Tunis,Série 3 Limousine (8VS)05/2013 - 04/2016,122 000km,Audi,7.2016,a3-berline,A3 Berline,1.2 TSI 16V S-Tronic7 S&S,5.0,5.0,65 000DT,110ch dyn,,6cv,,Tissu,Traction,Essence
Automatique,audi,109178,Autres,Gris Shark,Gris,1968cm³,10.12.2024,Ariana,Série 1 (8U)06/2011 - 10/2014,237 000km,Audi,1.2011,q3,Q3,2.0 TDI 16V DPF S Tronic7,5.0,4.0,63 000DT,163ch dyn,,10cv,,Tissu,Traction,Diesel
Automatique,audi,105663,Berline,Noir,Gris,1398cm³,10.12.2024,Tunis,IV Phase 1 (B9)01/2016 - 06/2019,186 000km,Audi,9.2018,a4,A4,1.4 TFSi 16V S-Tronic7,5.0,4.0,74 000DT,150ch dyn,,8cv,,Tissu,Traction,Essence
Manuelle,audi,109117,Citadine,Blanc,Gris,1197cm³,09.12.2024,Sfax,I Sportback09/2011 - 11/2014,91 000km,Audi,1.2013,a1-sportback,A1 Sportback,1.2 TFSI,5.0,5.0,52 000DT,86ch dyn,,5cv,,Tissu,Traction,Essence
Manuelle,audi,105898,Cabriolet,Blanc,Rouge,1000cm³,08.12.2024,Ariana,Cabriolet (8F7)03/2009 - 08/2011,180 000km,Audi,2.2011,a5-cabriolet,A5 Cabriolet,,4.0,3.0,62 000DT,,,9cv,,Cuir intégral,Traction,Essence
Automatique,audi,109103,SUV/4x4,Beige,Marron,1000cm³,08.12.2024,Ariana,Série 1 (8U)06/2011 - 10/2014,200 000km,Audi,9.2013,q3,Q3,1.4 TFSI 16V S Tronic6,5.0,5.0,78 000DT,150ch dyn,,10cv,,Cuir intégral,Traction,Essence
Manuelle,audi,107095,Berline,Noir,Noir,1798cm³,07.12.2024,Tunis,III Phase 2 (B8)11/2011 - 12/2015,248 705km,Audi,1.2013,a4,A4,,5.0,4.0,45 000DT,,,7cv,,Cuir partiel,Traction,Essence
Automatique,audi,109028,Berline,Gris argent,Gris,2000cm³,06.12.2024,Ariana,II Sportback09/2016 - 10/2019,70 000km,Audi,9.2019,a5-sportback,A5 Sportback,35 2.0 TFSi 16V GPF Mild Hybrid S-Tronic,5.0,4.0,98 000DT,150ch dyn,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,108251,Coupé,Noir,Beige,4000cm³,06.12.2024,Tunis,,109 000km,Audi,1.2014,a5-coupe,A5 Coupé,,4.0,3.0,75 000DT,,,9cv,,Cuir intégral,Traction,Essence
Automatique,audi,106716,Berline,Noir,Gris,1400cm³,05.12.2024,Ben Arous,Série 4 Limousine11/2019 - Aujourd'hui,20 000km,Audi,6.2022,a3-berline,A3 Berline,,5.0,5.0,140 000DT,,,8cv,,Tissu,Traction,Essence
Automatique,audi,107566,Berline,Noir,Marron,1400cm³,05.12.2024,Ariana,IV Phase 1 (B9)01/2016 - 06/2019,230 000km,Audi,11.2018,a4,A4,,5.0,5.0,72 000DT,,,8cv,,Cuir intégral,Traction,Essence
Automatique,audi,105479,SUV/4x4,Autre,Noir,3000cm³,05.12.2024,Ariana,02/2018 - Aujourd'hui,61 000km,Audi,5.2021,q8,Q8,,5.0,5.0,368 000DT,,,23cv,,Cuir intégral,Intégrale,Essence
Automatique,audi,108908,SUV/4x4,Noir,Gris,999cm³,02.12.2024,Tunis,06/2016 - 08/2020,77 000km,Audi,2.2019,q2,Q2,30 1.0 TSI 12V S-Tronic,5.0,5.0,95 000DT,116ch dyn,,6cv,,Tissu,Traction,Essence
Automatique,audi,108031,SUV/4x4,Noir,Noir,1498cm³,01.12.2024,Ariana,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,80 000km,Audi,7.2021,q3-sportback,Q3 Sportback,35 1.5 TFSI 16V GPF DSG7,5.0,4.0,150 000DT,150ch dyn,,8cv,,Similicuir,Traction,Essence
Automatique,audi,105684,SUV/4x4,Gris Shark,Gris,1000cm³,01.12.2024,Tunis,Sportback05/2021 - Aujourd'hui,32 000km,Audi,1.2023,q4-e-tron,Q4 E-tron,35 e-tron,5.0,4.0,180 000DT,170ch dyn,,11cv,,Tissu,Propulsion,Electrique
Manuelle,audi,108343,Coupé,Noir,Noir,1598cm³,30.11.2024,Sfax,Série 2 Phase 2 Sportback07/2008 - 12/2014,222 000km,Audi,5.201,a3-sportback,A3 Sportback,1.6 TDi 16V FAP,5.0,5.0,40 000DT,105ch dyn,,5cv,,Similicuir,Traction,Diesel
Automatique,audi,108812,SUV/4x4,Noir,Noir,1498cm³,29.11.2024,Sfax,09/2020 - Aujourd'hui,75 000km,Audi,8.2021,q2,Q2,35 TFSI S-tronic,5.0,4.0,125 000DT,150ch dyn,,8cv,,Tissu,Traction,Essence
Automatique,audi,108672,SUV/4x4,Blanc,Noir,899cm³,25.11.2024,Monastir,Sportback05/2021 - Aujourd'hui,24 500km,Audi,4.2022,q4-e-tron,Q4 E-tron,35 e-tron,5.0,5.0,169 000DT,170ch dyn,,9cv,,Tissu,Propulsion,Electrique
Automatique,audi,108628,Coupé,Noir,Noir,1230cm³,24.11.2024,Tunis,Quattro Coupé03/2010 - 03/2017,77 000km,Audi,12.2017,rs5,RS5,4.2 FSI V8 32V S-Tronic7,5.0,2.0,400 000DT,450ch dyn,,plus de 48cv,,Cuir intégral,Intégrale,Essence
Automatique,audi,108141,Berline,Noir,Gris,1395cm³,17.11.2024,Tunis,II Sportback09/2016 - 10/2019,200 000km,Audi,12.2017,a5-sportback,A5 Sportback,1.4 TSI 16V S-Tronic7,5.0,4.0,90 000DT,150ch dyn,,8cv,,Cuir partiel,Traction,Essence
